div5_index,start,end,text
1,0,まだまだ寒い日が続きますが、本格的な春は刻一刻と近づいてきています。春の便りにウキウキ気分をおさえられない方も多いかと思いますが、一方で嬉しくない春の便りもあるもの。そう、「花粉症」です。花粉症、アレルギー性鼻炎、食物アレルギーなどの現代病に悩む人々は年々増加しています。そこでライフハッカーでは、花粉症やアレルギーの症状に悩む方々へ向けて **「花粉症・アレルギー対策」特集** を行います！5日（月）のお昼11時から順次アップしていきますので、乞うご期待ッッ！PhotobyThinkstock/GettyImages.（松井亮太）
1,1,TABROIDより：春は新生活が始まる季節。でも新人だけでなく、このタイミングで管理職に昇格するなんて人もいますよね。突然の辞令で管理職に...嬉しいんだけどどうしたらいいのかわからない...。**リーダーシップと言われても部下にどう接したらいいんだろう...**。初めて管理職を任される人の誰もが悩む**リーダーシップについて、毎日確認できるアプリ**がこの『**リーダー能力UP！**』です。よくある「診断系アプリ」と同じ操作感で**自分のリーダーとしての能力を測定できます.**
1,2,Windows用：「愛の反対は無関心」と言ったのはマザー・テレサで、日本に3度ほど来日したおりに口にした言葉だそうです。マザー・テレサは、1981年4月22日?28日に初来日、そのあと1982年4月、1984年にも来日を果たしています。もっとも、同様の言葉をユダヤ人作家エリ・ヴィーゼル、相田みつを、サマセット・モームなども言っています。そんなわけで、**愛と憎しみはつねに表裏一体で、とくに身近な関係になると、愛しているんだか憎んでいるんだかわかんない、みたいなことはよくあります**。「夫婦喧嘩は犬も食わない」とも言いますしね。そういえばギルバート・ブライスと（eのついた）アン・シャーリーも最初はけんかしていました。さて、たとえ喧嘩をしているとはいっても、身近な関係の場合、ときには冷静になって我が身を振り返ってみることも大切なわけです。l**相手をどのくらい思っているのか、そのパーセンテージ、あるいは指数を刻々と記録しておこうというのが、今回の『oveHeart』です**。起動すると、ハード型のウィンドウが開きます。ここに写真をドラッグ＆ドロップ。これで愛憎の対象を決定できます。ちなみにドラッグした写真のファイル名を表示しますので、ファイル名を適当につけておくとよいでしょう。あとは、相手への今の気持ちを数値化して、「log」ボタンを押す。それだけの操作です。**毎日1回スタートアップに入れて使うとよいと思います。記録したデータは、タブ区切りのテキストファイルになります**。数字はマイナスでもいいし、極端に大きな値でも（たぶん）平気ですが、まあふつうは0?100を想定しています。「200%愛してます！」なんてときには「200」と入れても平気ですけれども。**記録したログファイルは、logボタンで右クリックしてコンテキストメニューから開くことができます**。1ヶ月に1回とか、表計算で読み込んでグラフ化したりすると、相手との関係を可視化できたりして、おもしろいかもしれません。logすることでストレス解消になるかもしれないし、逆にlogを見ることが関係性を見直すきっかけになるかもしれません。しかし、まあ単なるログですから、気軽にお試しください。**このソフト、構想期間は長かったのですが、まだまだ機能や表現力が不充分なところがあります**。ハートのかたちや影、写真の縦横比、グラフ表示機能など、いろいろ凝りたいところなのですが、まずはファーストバージョンということで、お試しいただこうと思っています。ご意見は、コメントやTwitter、はてなをご利用ください。**loveHeartは、Windows用のツールです**。loveHeart（美崎薫）
1,3,ちょっと見方を変えるだけで、**マガジンホルダーが使い勝手の良い、鍵や小物やレシートなどの収納できる棚に変身します**。穴からコードを出せば、携帯電話やMP3プレーヤーの充電も可能です。ライフハッカーの過去記事では、マガジンホルダーを手紙入れや携帯の充電ステーションにする方法や、缶詰の入れ物にする方法もご紹介してきました。皆さんには、自分独自のマガジンホルダーの使い方はありますか？**こんな使い方も便利だよ！**というアイデアがあれば、是非コメント欄で教えてください。**DIYWednesdays:Catch-AllShelf|DesignSpongeMelaniePinola**（原文／訳：曽我美穂）
1,4,Mac/Windows問わず、デスクトップのパソコンを買うとまずついてくる**マウス**。純正の付属マウスを使っている方も多いと思いますが、こだわりをもって**サードパーティ製のマウス**を使っている方も結構多いのではないでしょうか。**レーザー式**、**複数ボタン**がついてるもの、**持ち運びに便利**なもの、**ワイヤレス**のものなどなど、数え上げればきりがありません。僕の場合、仕事でMacを使っていることもあって、楽に効率を上げるために**多機能なマウス**を使い、よく使う操作をボタンに設定したりしています。と、僕を含めてマウスにこだわりを持っている方は多いと思いますが、**マウスの相棒**ともいえる**マウスパッド**には、マウスほどこだわっている方って少ないのではないでしょうか？マウスパッドに関しては、パソコンを買った際におまけでもらったものをずっと使い続けている、消耗品と割りきって数百円で売っているものを何度も買い換えて使っている、そもそもマウスパッドを使用しない...という人も多いと思います。そんな方にオススメしたいマウスパッドがあります。Mac歴13年になる僕が、プライベートと仕事で数十種類のマウスパッドを使ってきた中でも**ダントツに使いやすく、もう他のマウスパッドには戻れない！**と感じたマウスパッド『**パワーサポートエアーパッドプロIII**』です。サイズや色によって種類がありますが、僕が購入したのは「**マットブラック薄PAG-61**」。MacBookProで自宅内ノマド生活を送っているため、作業スペースが限られていることもあり、一番小さなサイズを選びましたが、そうでない場合でも十分なサイズだと思います。MacBookPro15インチの隣に置いてみるとこんな感じです。以下、特徴と実際に使ってみてのオススメポイントです。マウスの滑りがいい**摩擦抵抗が少なく**、ちょっと力を入れただけでマウスが滑るように動いてくれるので、長時間使っていても疲れにくいです。**ポイントの動きが正確**マウスパッドによっては、光学式、レーザー式マウスに未対応で、カーソルが飛んだりすることがありますが、このマウスパッドではそれが全くありません。メーカーページによれば「**レーザー式マウスの高分解対応**とするため、従来に比べ凹凸が細かく、手で触れると少し荒れた感じがしますが、操作感、滑性感、追従性なども、従来と同等以上の性能」とのことで、マウスパッドの表面にも作り手ののこだわりが感じられます。おかげで、自分の移動したいところへ正確にカーソルを移動することができ、イライラすることがありません。**静か**マウスパッドによっては、表面の凸凹が大きくてマウスを動かすたびに不快な擦れる音がしますが、このマウスパッドは擦れる音が小さく、ほとんど気になりません。**耐久性がある**安いマウスパッドを使っていると、マウスを動かすたびにマウスパッドがすり減って表面の加工が剥げてしまったり、色が落ちてしまうといったことがありますが、このマウスパッドはそれがありません。また、メーカーサイトにはたばこの火を落とした場合の他社製との比較もあります。「まるでエアーホッケーをしているような感覚でマウスを操作することができます」というメーカーの謳い文句のとおり、**マウスの滑りが他のマウスパッドとは段違い**です。ただ、その滑りの良さが故に、今までのカーソル移動速度の設定のままだと動きが速すぎて使いにくいかもしれません。よって、カーソルの動きを若干遅目にすると丁度いいと思いますよ。他のマウスパッドに比べて若干お値段は張りますが、**耐久性もあるので長く使えます**し、仕事で長時間マウスを操作する僕にとっては、いい買い物でした。マウスへのこだわりも重要ですが、同時に**マウスパッドにもこだわってみると、マウスの性能を最大限に引き出せて作業が捗る**こと間違いなしですよ。パワーサポートエアーパッドプロIII（ドサ健）
1,5,「見るを変える放送」というコピーを掲げて発表された「NOTTV（ノッティーヴィー）」。4月1日の開局を目前に控える、この新しい放送局をライフハッカー読者へ解説しまして、魅力にせまっていきます。まずは、NOTTVって何？というわけで、特徴をいくつかまとめてみました。**■NOTTV対応スマートフォンやタブレット1つで、いつでも視聴可能。**毎月のサービス利用料は420円（税込）だけ、特別な機材（HDDレコーダーなど）は不要で、シフトタイム視聴も利用できる。NOTTVの放送は、地デジ化により停波となったアナログ放送の周波数の一部を使います。そのためリアルタイム放送時にネットワークの輻輳が発生せず、繋がらなくて見られない！という事態は起こらないそうです。シフトタイム視聴の利用も基本料金に含まれているため、時間が空いたときにゆっくりと見ることもできます。コンテンツは前もって選んでおき、深夜などに端末に一時保存されるということで手間なしで視聴できます（一部、別料金がかかるプレミアムコンテンツ有り）。サービス開始時はNOTTVに対応したスマートフォンやタブレットでの視聴となりますが、今後さまざまな端末や方法で受信ができるようになる予定です。たとえばチューナーを搭載したルーターを用意すればWi-Fiを搭載した端末（PCやゲーム機など）を介して放送を見られるようになったりも。ケータイのワンセグでテレビを見ている人は意外に多いのではないでしょうか。ワンセグチューナー付きケータイと、スマートフォンやタブレットでは画面の大きさがかなり違いますよね。NOTTVのリアルタイム放送は画素数でワンセグの5倍、フレームレートは2倍ということで、ワンセグに慣れた目には、かなりキレイに見えるはずです。さらに、NOTTVはテレビ局であるため災害発生時には災害放送も行われます。2011年3月11日の東日本大震災時には、都心部を始めとした各地域で携帯電話やネットワークが繋がりにくくなったりしました。戸外にいて事態がまったくわからずただ不安だった人も多かったはず。スマートフォンで災害放送を受信できれば状況がつかみやすくなるでしょう。続いて、NOTTV開局にあたっての注目番組をいくつかピックアップしてご紹介します。**■notty★LIVE7時間！**平日、月曜から金曜の午前10時〜午後5時まで7時間ぶっ通しで生放送される情報番組で、ファッション、コスメ、グルメ、イベント、セールなどちょっと先を行く情報をお届け。この番組では、日本の旬を実況中継していきたいという事ですが、いったいどんな番組になるのでしょうか。月曜日を担当する押切もえさん、敦士さんをはじめ、加藤夏希さん、磯山さやかさん、宮地真緒さん、赤井沙希さんら豪華なレギュラー陣も魅力となりそうですね。番組はNTTドコモのXi（クロッシィ）中継システムを使うこともあり、これは従来のような大型の中継車を必要としないため生放送の強みとなる機動性も良さそうです。**■スポーツ番組（Jリーグ・プロ野球）**みんな大好き、大人気のサッカー中継とプロ野球中継もちゃーんとあります。**スカパーのJリーグコンテンツから、J1リーグ戦はなんと全試合放送（生中継最大5試合！）、J2リーグも注目の試合を放送**。このサッカー中継の特徴は、なんといってもリアルタイムで自分が観戦しているスタジアム以外の試合をチェックできることです。これで安心してスタジアムに足を運べますね。また**プロ野球は、水曜夜はセ・リーグ中心、木曜夜はパ・リーグ中心の構成を取り、試合開始から終了まで完全放送**！9回裏で球場が盛り上がっている所で放送終了となってしまうもどかしさはこれでスッキリ解消です。この他にも何らかの巨大スポーツイベント放映が今後登場してくるかもしれません。個人的にはESPNみたいなスポーツ総合チャンネル的なモノがあると嬉しいなぁ...。■**ニュース専門チャンネルの搭載**NOTTVでは、NOTTV1、NOTTV2、NOTTVNEWSの3つのチャンネルが提供されますが、名前からわかるように1つはニュース専門チャンネル。やっぱりニュースはコンテンツの1つの柱として必須ですよね。じゃあNOTTVNEWSはどんなチャンネルかというと、開局の2012年4月から10月まではTBSニュースバード、2012年11月から翌2013年の3月までは日テレNEWS24の24時間完全同時放送するものです。これはつまり、通常のテレビ放送と同時に同じ情報を得られるということ。どこにいてもいろんなニュースを逃したくない！という人は、スマートフォンのウィジェットを使ってニュース記事の見出しをチェックすれば放送中の番組へもラクラク接続できますよ。いろいろな可能性を秘めたNOTTV、新しい放送局としてこれからの進化が楽しみです。情報は2月末日現在のものです。番組やコンテンツはこれからどんどん増える予定です。最新情報はNOTTVのFacebookページや@NOTTV_PR、そしてNOTTVオフィシャルサイトで続々リリースされますので、チェックしておくと損はないですよ。（ふじたさとか）
1,6,TABROIDより：**送料で損しちゃ「臥龍点睛を欠く」ですよ♪**どの会社が一番送料安いんだろ？わざわざ行って聞くのもアレだし、かといって電話じゃサイズがわからないし...う?ん。「**安いに越したことないよね?**」なる利益を求める**向上心（？）**を、でも「**面倒だし**」なる己をいたわる**救済の心（？）**でごまかす日々が続いてましたが、**『送っていくら?送料比較』でモヤモヤに白黒つけちゃいます！**
1,7,お手頃価格なタブレットスタイラスは、市場にはたくさん出回っています。しかし、これは**DIY**することも可能です。作るにはまず、**アロウヘッド型の消しゴム**、**金属製のペイントブラシ**、**導電スポンジ**の3つを用意しましょう。完成すると、なかなか貫禄のある、ちょうどいい大きさのスタイラスになります。金属製のペイントブラシを使った場合は、**iPad2に磁石で装着可能**です。このDIY最大の難関は、**素材を集めること**。ペイントブラシは学校で使っていた水彩絵セットの中にあるかもしれません。消しゴムはアロウヘッドのものでなくても、シリンダー型にくりぬければOKです。導電スポンジは、ガジェットを購入した際に必ずといっていいほどついているはずです。素材が集まりさえすれば、DIYの作業自体はとても簡単。仮にクラフトショップですべての素材を購入しても数百円程度で済みます。まず消しゴムの先端を切り取ってシリンダー型にし、フォームの角をその中に押し込みます。そして、ペイントブラシのブラシではない空洞になっている方へフォームを入れます。フォームの大きさが十分であればきちんとフィットするはずです。スタイラスの金属部分に触れた際にスポンジが導電性を持つためには、**消しゴムがブラシの金属部分に触れている必要**があります。完成したスタイラスの使い心地に関しては、冒頭の動画も参照してみてください。iPad2には磁気による装着も可能なので、使っていない時にも行方不明にならずに済みそうです。「作る手間を思ったらネットで安いものを購入した方が...」という声も聞こえてきそうでが、たとえ同じ値段、もしくは若干高くついたとしても、**買うよりも作りたい**というのがDIY主義者の心意気なはず。自力で作成したいという方は、ぜひ試してみてください。アロウ型消しゴムなどはあまり日本では見かけないので、代用できる身近なものをご存知の方は、ぜひコメント欄にお願いいたします。PaintBrushStylusforiPad|InstructablesAlanHenry（原文／訳：まいるす・ゑびす）
1,8,GoogleやYouTubeにログインしてビデオを検索したり、再生すると、そのすべてのログが自分のアカウントに残ってしまいます。このログを消去することはできますが、これまではログイン情報すべてを無効にすることはできませんでした。そこで今回は、YouTubeで検索・再生したビデオのログを管理する方法をご紹介します。ブログ「Ghacks」の読者Odioさんが、YouTubeの設定ページで無効にできることを教えてくれました。以下の2つの設定を変更しましょう。左メニューの「再生履歴」を開き、「**Pauseviewinghistory**」をクリックすれば、YouTubeで再生したビデオの記録を無効にできます。YouTubeで再生・検索したログを再度保存するようにしたい場合は、上記のボタンをもう一度クリックすれば戻ります。簡単にできるので、YouTubeで履歴が残るのが気になる方は、試してみてください。GhacksMelaniePinola（原文／訳：的野裕子）
1,9,Android（Root取得済）：『SwitchMe』は、Android携帯を数タップでデュアルブートを可能にし、状況にあわせて複数のAndroidを使いわけられるようにするアプリです。**SwitchMeは、これまでのAndroid携帯をデュアルブートする方法とは一味違います**。BootManagerのように異なるROMからデュアルブートするのではなく、もっと簡単です。ボタンを押すと、SwitchMeは使用中のROMの新規クリーンインストールを作成します。これはアプリや設定などもが何もない状態です。そこから自分の目的に応じたインストレーションを作成していきます。例えば、**バッテリーの消費が激しいアプリを使えない状況にすることで、バッテリーの寿命を長引かせることが可能です**。アプリの開発者のサイトで複数のインストレーション、またはプロフィールをうまく使いわける方法がいくつか紹介されています。その一部は以下の通り。**プライバシー最もわかりやすい利点は、複数のユーザ間で1つのデバイスを共有する場合のプライバシーの保護です**。プロフィールをわけることで、プライバシーが守りやすくなります。**テスト環境開発者の方であれば「クリーンサンドボックス」状態でのアプリテストや、システムとのインタラクションのテストが必要な場合がありますが、そういった時にテスト用の機種を用意しなくても、自分のデバイスでテストできます**。**ゲーム1つのAndroidデバイスでプロフィールをわけることで、オンラインゲームを別のキャラクターとして楽しむことができます**。スピード子どもたちが大喜びのゲームは、タブレットのスピードを劣化させます。**SwitchMeを使ってゲームやメッセーンジャーなしのプロフィールを作成することで、タブレットのスピードを速く保つことが可能です**。**バッテリーバッテリーがあまりない状態で重要なメールやドキュメントの編集が必要な場合、必要なものだけ使用可能なプロフィールに切り替えることで、バッテリーの消費をある程度防げます**。端末をデュアルブート可能にしてくれるので、新しいROMを使う予定がない方でも十分に使うメリットはありそうです。新規インストレーションの作成も、SwitchMeのシンプルなインターフェースから数タップでできるので、気になった方はぜひ試してみてください。SwitchMeはAndroid向けのフリーアプリですが、162円でプロ版にアップグレードが可能。**プロ版では作成できるプロフィール数に制限がなく、それぞれをパスワード保護できます**。SwitchMe|AndroidMarketviaXDADevelopersWhitsonGordon（原文／訳：まいるす・ゑびす）
